O*NET-SOC Code,Title,Task,Automation_Score,High_Risk,Industry
29-2052.00,Pharmacy Technicians,"Deliver medications or pharmaceutical supplies to patients, nursing stations, or surgery.",2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Maintain and merchandise home healthcare products or services.,2.44,1,Healthcare Practitioners and Technical
29-2052.00,Pharmacy Technicians,Price stock and mark items for sale.,2.44,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Provide nursing, psychiatric, or personal care to patients with cognitive, intellectual, or developmental disabilities.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Encourage patients to develop work skills and to participate in social, recreational, or other therapeutic activities that enhance interpersonal skills or develop social relationships.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Restrain violent, potentially violent, or suicidal patients by verbal or physical means as required.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,Lead prescribed individual or group therapy sessions as part of specific therapeutic procedures.,2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,Monitor patients' physical and emotional well-being and report unusual behavior or physical ailments to medical staff.,2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Take and record measures of patients' physical condition, using devices such as thermometers or blood pressure gauges.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Observe and influence patients' behavior, communicating and interacting with them and teaching, counseling, or befriending them.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Collaborate with or assist doctors, psychologists, or rehabilitation therapists in working with patients with cognitive, intellectual, or developmental disabilities to treat, rehabilitate, and return patients to the community.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,Develop or teach strategies to promote client wellness and independence.,2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,Train or instruct new employees on procedures to follow with psychiatric patients.,2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,Escort patients to medical appointments.,2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Administer oral medications or hypodermic injections, following physician's prescriptions and hospital procedures.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,Issue medications from dispensary and maintain records in accordance with specified procedures.,2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,"Interview new patients to complete admission forms, to assess their mental health status, or to obtain their mental health and treatment history.",2.16,1,Healthcare Practitioners and Technical
29-2053.00,Psychiatric Technicians,Contact patients' relatives to arrange family conferences.,2.16,1,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,Maintain a proper sterile field during surgical procedures.,1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Count sponges, needles, and instruments before and after operation.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Scrub arms and hands and assist the surgical team to scrub and put on gloves, masks, and surgical clothing.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Provide technical assistance to surgeons, surgical nurses, or anesthesiologists.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Prepare patients for surgery, including positioning patients on the operating table and covering them with sterile surgical drapes to prevent exposure.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Hand instruments and supplies to surgeons and surgeons' assistants, hold retractors and cut sutures, and perform other tasks as directed by surgeon during operation.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Prepare, care for, and dispose of tissue specimens taken for laboratory analysis.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Wash and sterilize equipment, using germicides and sterilizers.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Monitor and continually assess operating room conditions, including patient and surgical team needs.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Operate, assemble, adjust, or monitor sterilizers, lights, suction machines, or diagnostic equipment to ensure proper operation.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,Prepare dressings or bandages and apply or assist with their application following surgery.,1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Clean and restock operating room, gathering and placing equipment and supplies and arranging instruments according to instructions, such as a preference card.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,Order surgical supplies.,1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,Observe patients' vital signs to assess physical condition.,1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,"Maintain supply of fluids, such as plasma, saline, blood, or glucose, for use during operations.",1.89,0,Healthcare Practitioners and Technical
29-2055.00,Surgical Technologists,Maintain files and records of surgical procedures.,1.89,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Administer anesthesia to animals, under the direction of a veterinarian, and monitor animals' responses to anesthetics so that dosages can be adjusted.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,Care for and monitor the condition of animals recovering from surgery.,1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,Maintain controlled drug inventory and related log books.,1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in the diagnosis and treatment of animal health problems.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Prepare and administer medications, vaccines, serums, or treatments, as prescribed by veterinarians.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,Restrain animals during exams or procedures.,1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Administer emergency first aid, such as performing emergency resuscitation or other life saving procedures.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Clean and sterilize instruments, equipment, or materials.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Provide veterinarians with the correct equipment or instruments, as needed.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Perform dental work, such as cleaning, polishing, or extracting teeth.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,Observe the behavior and condition of animals and monitor their clinical symptoms.,1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Give enemas and perform catheterizations, ear flushes, intravenous feedings, or gavages.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Fill prescriptions, measuring medications and labeling containers.",1.98,0,Healthcare Practitioners and Technical
29-2056.00,Veterinary Technologists and Technicians,"Collect, prepare, and label samples for laboratory testing, culture, or microscopic examination.",1.98,0,Healthcare Practitioners and Technical
